PXLVAL,clipped2017data,2017
"1",2429.644,"2430"
"1",2003250.26,"2003250"
"1",607.41,"607"
"1",3644.46,"3644"
"1",1822.23,"1822"
"1",607.41,"607"
"1",1214.819,"1215"
"1",3037.048,"3037"
"1",607.409,"607"
"1",2429.636,"2430"
"1",607.409,"607"
"1",17614.859,"17615"
"1",607.409,"607"
"1",607.409,"607"
"1",607.409,"607"
"1",6681.484,"6681"
"1",607.408,"607"
"1",607.407,"607"
"1",6074.07,"6074"
"1",607.407,"607"
"1",607.407,"607"
"1",1214.813,"1215"
"1",459200.001,"459200"
"1",2429.626,"2430"
"1",1822.219,"1822"
"1",1214.812,"1215"
"1",607.406,"607"
"1",1073290.953,"1073291"
"1",22474.009,"22474"
"1",607.406,"607"
"1",607.406,"607"
"1",1214.811,"1215"
"1",8503.676,"8504"
"1",607.405,"607"
"1",2429.62,"2430"
"1",1822.215,"1822"
"1",175540.179,"175540"
"1",13362.898,"13363"
"1",1214.808,"1215"
"1",6681.443,"6681"
"1",607.404,"607"
"1",607.404,"607"
"1",607.404,"607"
"1",607.404,"607"
"1",607.403,"607"
"1",607.403,"607"
"1",2981764.839,"2981765"
"1",133021.297,"133021"
"1",117836.218,"117836"
"1",198013.987,"198014"
"1",9718.449,"9718"
"1",607.403,"607"
"1",607.403,"607"
"1",6074.027,"6074"
"1",607.403,"607"
"1",1822.208,"1822"
"1",4859.219,"4859"
"1",3037.012,"3037"
"1",1214.804,"1215"
"1",198620.649,"198621"
"1",607.402,"607"
"1",607.402,"607"
"1",607.402,"607"
"1",4199620.291,"4199620"
"1",3037.007,"3037"
"1",40695.908,"40696"
"1",125124.877,"125125"
"1",607.401,"607"
"1",607.401,"607"
"1",607.401,"607"
"1",1214.802,"1215"
"1",1214.802,"1215"
"1",4251.803,"4252"
"1",913535.205,"913535"
"1",607.4,"607"
"1",1214.801,"1215"
"1",607.4,"607"
"1",607.4,"607"
"1",181005.759,"181006"
"1",607.4,"607"
"1",607.4,"607"
"1",607.4,"607"
"1",13970.196,"13970"
"1",1214.8,"1215"
"1",767149.123,"767149"
"1",607.399,"607"
"1",607.399,"607"
"1",607.399,"607"
"1",1214.798,"1215"
"1",3644.393,"3644"
"1",6073.988,"6074"
"1",3036.992,"3037"
"1",1214.797,"1215"
"1",607.398,"607"
"1",607.398,"607"
"1",607.398,"607"
"1",607.398,"607"
"1",607.398,"607"
"1",13362.751,"13363"
"1",607.398,"607"
"1",1214.795,"1215"
"1",301270.034,"301270"
"1",1214.794,"1215"
"1",1822.19,"1822"
"1",7896.156,"7896"
"1",294588.148,"294588"
"1",607.396,"607"
"1",607.396,"607"
"1",607.396,"607"
"1",1214.792,"1215"
"1",607.396,"607"
"1",1446217.064,"1446217"
"1",607.395,"607"
"1",2429.582,"2430"
"1",74709.632,"74710"
"1",9110.927,"9111"
"1",607.395,"607"
"1",607.395,"607"
"1",72887.45,"72887"
"1",607.394,"607"
"1",607.394,"607"
"1",1853167.511,"1853168"
"1",2429.577,"2430"
"1",3036.971,"3037"
"1",2429.576,"2430"
"1",12147.886,"12148"
"1",1822.181,"1822"
"1",607.394,"607"
"1",607.394,"607"
"1",2429.574,"2430"
"1",8419213.248,"8419213"
"1",80175.998,"80176"
"1",93538.649,"93539"
"1",6073.934,"6074"
"1",10933.078,"10933"
"1",5466.54,"5467"
"1",607.393,"607"
"1",9110.899,"9111"
"1",607.393,"607"
"1",607.393,"607"
"1",6073.933,"6074"
"1",607.393,"607"
"1",1822.179,"1822"
"1",3644.358,"3644"
"1",6073.929,"6074"
"1",9718.286,"9718"
"1",607.393,"607"
"1",4251.75,"4252"
"1",3644.357,"3644"
"1",4859.141,"4859"
"1",1285251.346,"1285251"
"1",6681.315,"6681"
"1",2429.569,"2430"
"1",607.392,"607"
"1",9110.886,"9111"
"1",1822.177,"1822"
"1",607.392,"607"
"1",4251.744,"4252"
"1",607.392,"607"
"1",607.392,"607"
"1",2047536.606,"2047537"
"1",7896.086,"7896"
"1",4251.736,"4252"
"1",78960.817,"78961"
"1",5466.517,"5467"
"1",607.391,"607"
"1",15184.764,"15185"
"1",7896.075,"7896"
"1",21258.625,"21259"
"1",53450.242,"53450"
"1",11540.381,"11540"
"1",1822.165,"1822"
"1",607.388,"607"
"1",3644.329,"3644"
"1",607.388,"607"
"1",7065246.239,"7065246"
"1",607.388,"607"
"1",607.388,"607"
"1",4251.715,"4252"
"1",1276735.121,"1276735"
"1",505350.091,"505350"
"1",6073.879,"6074"
"1",607.388,"607"
"1",2429.551,"2430"
"1",4859.1,"4859"
"1",3644.324,"3644"
"1",607.387,"607"
"1",2429.548,"2430"
"1",607.387,"607"
"1",1822.161,"1822"
"1",607.387,"607"
"1",143343.492,"143343"
"1",607.386,"607"
"1",607.386,"607"
"1",607.386,"607"
"1",10932.951,"10933"
"1",1652703.23,"1652703"
"1",607.386,"607"
"1",28547.125,"28547"
"1",281220.261,"281220"
"1",3644.312,"3644"
"1",511419.049,"511419"
"1",607.385,"607"
"1",607.384,"607"
"1",1822.153,"1822"
"1",2429.537,"2430"
"1",607.384,"607"
"1",607.384,"607"
"1",431243.28,"431243"
"1",607.384,"607"
"1",607.384,"607"
"1",607.384,"607"
"1",10325.525,"10326"
"1",607.384,"607"
"1",607.384,"607"
"1",1214.767,"1215"
"1",1214.767,"1215"
"1",69849.009,"69849"
"1",1822.148,"1822"
"1",8344973.257,"8344973"
"1",607.382,"607"
"1",607.382,"607"
"1",607.381,"607"
"1",2004365.894,"2004366"
"1",569723.769,"569724"
"1",4251.656,"4252"
"1",7288.551,"7289"
"1",3042984.267,"3042984"
"1",1822.137,"1822"
"1",46160.813,"46161"
"1",5466.405,"5466"
"1",68026.36,"68026"
"1",607.377,"607"
"1",1822.131,"1822"
"1",607.376,"607"
"1",607.376,"607"
"1",389331.23,"389331"
"1",607.376,"607"
"1",607.376,"607"
"1",607.376,"607"
"1",1214.752,"1215"
"1",607.376,"607"
"1",63167.165,"63167"
"1",1822.128,"1822"
"1",1822.128,"1822"
"1",1822.127,"1822"
"1",4859.003,"4859"
"1",403906.169,"403906"
"1",4291140.211,"4291140"
"1",607.375,"607"
"1",15791.739,"15792"
"1",607.374,"607"
"1",1822.12,"1822"
"1",1214.746,"1215"
"1",744035.119,"744035"
"1",51019.401,"51019"
"1",5466.353,"5466"
"1",1214.745,"1215"
"1",6681.095,"6681"
"1",32190.723,"32191"
"1",8503.21,"8503"
"1",607.372,"607"
"1",3036.859,"3037"
"1",4917327.544,"4917328"
"1",18221.14,"18221"
"1",19435.866,"19436"
"1",6681.073,"6681"
"1",357134.595,"357135"
"1",1214.738,"1215"
"1",3036.845,"3037"
"1",7523550.97,"7523551"
"1",3036.827,"3037"
"1",2429.451,"2429"
"1",1214.725,"1215"
"1",1214.722,"1215"
"1",607.361,"607"
"1",1214.721,"1215"
"1",36441.554,"36442"
"1",6073.579,"6074"
"1",4251.503,"4252"
"1",1822.072,"1822"
"1",1214.713,"1215"
"1",607.356,"607"
"1",3036.78,"3037"
"1",1822.067,"1822"
"1",607.356,"607"
"1",1822.058,"1822"
"1",9110.258,"9110"
"1",607.349,"607"
"1",10324.919,"10325"
"1",4251.424,"4251"
"1",6680.804,"6681"
"1",607.345,"607"
"1",3644.069,"3644"
"1",607.345,"607"
"1",10932.17,"10932"
"1",11024708.966,"11024709"
"1",607.495,"607"
"1",3644.969,"3645"
"1",45562.091,"45562"
"1",43739.611,"43740"
"1",44954.586,"44955"
"1",607.494,"607"
"1",577118.215,"577118"
"1",66216.864,"66217"
"1",607.494,"607"
"1",607.494,"607"
"1",79581.653,"79582"
"1",4252.452,"4252"
"1",3037.463,"3037"
"1",82618.984,"82619"
"1",441646.836,"441647"
"1",607.492,"607"
"1",13972.303,"13972"
"1",1214.983,"1215"
"1",7289.898,"7290"
"1",1410597.95,"1410598"
"1",5467.418,"5467"
"1",1214.98,"1215"
"1",1822.47,"1822"
"1",607.489,"607"
"1",37664.332,"37664"
"1",1822.466,"1822"
"1",85048.47,"85048"
"1",11542.275,"11542"
"1",14579.714,"14580"
"1",1822.461,"1822"
"1",855343.318,"855343"
"1",2429.943,"2430"
"1",1214.971,"1215"
"1",2690565.816,"2690566"
"1",2429.94,"2430"
"1",1214.969,"1215"
"1",1214.969,"1215"
"1",9992578.82,"9992579"
"1",1214.968,"1215"
"1",6682.325,"6682"
"1",607.484,"607"
"1",1822.451,"1822"
"1",607.484,"607"
"1",3644.902,"3645"
"1",7289.803,"7290"
"1",10934.677,"10935"
"1",32804.002,"32804"
"1",1214.958,"1215"
"1",607.478,"607"
"1",18224.33,"18224"
"1",1214.955,"1215"
"1",607.477,"607"
"1",607.477,"607"
"1",1822.43,"1822"
"1",1168180.513,"1168181"
"1",607.476,"607"
"1",607.475,"607"
"1",1214.951,"1215"
"1",607.475,"607"
"1",6074.752,"6075"
"1",7766687.531,"7766688"
"1",607.475,"607"
"1",607.475,"607"
"1",607.475,"607"
"1",607.474,"607"
"1",3037.366,"3037"
"1",1214.946,"1215"
"1",607.473,"607"
"1",607.471,"607"
"1",607.471,"607"
"1",10327,"10327"
"1",1822.411,"1822"
"1",4859.759,"4860"
"1",1822.409,"1822"
"1",1214.938,"1215"
"1",5467.215,"5467"
"1",607.468,"607"
"1",1822.404,"1822"
"1",607.468,"607"
"1",4777775.416,"4777775"
"1",5467.205,"5467"
"1",32803.219,"32803"
"1",13971.688,"13972"
"1",4252.251,"4252"
"1",607.464,"607"
"1",1822.392,"1822"
"1",2429.857,"2430"
"1",607.464,"607"
"1",607.463,"607"
"1",607.461,"607"
"1",2429.844,"2430"
"1",607.46,"607"
"1",502976.69,"502977"
"1",607.458,"607"
"1",1214.916,"1215"
"1",607.458,"607"
"1",6682.032,"6682"
"1",1214.915,"1215"
"1",607.457,"607"
"1",607.457,"607"
"1",7289.483,"7289"
"1",8504.39,"8504"
"1",3037.279,"3037"
"1",29157.873,"29158"
"1",17008.74,"17009"
"1",1214.907,"1215"
"1",4252.174,"4252"
"1",607.453,"607"
"1",607.453,"607"
"1",17224148.16,"17224148"
"1",3037.266,"3037"
"1",8504.341,"8504"
"1",1214.906,"1215"
"1",16401.229,"16401"
"1",9111.79,"9112"
"1",2429.811,"2430"
"1",85043.339,"85043"
"1",4252.164,"4252"
"1",6074.521,"6075"
"1",1214.904,"1215"
"1",6074.516,"6075"
"1",3644.708,"3645"
"1",13363.927,"13364"
"1",117845.489,"117845"
"1",13971.34,"13971"
"1",607.449,"607"
"1",1214.898,"1215"
"1",607.449,"607"
"1",4252.122,"4252"
"1",3644.675,"3645"
"1",5467.011,"5467"
"1",14578.677,"14579"
"1",607.445,"607"
"1",4859.556,"4860"
"1",21785792.738,"21785793"
"1",1822.333,"1822"
"1",607.444,"607"
"1",23082.851,"23083"
"1",2779676.073,"2779676"
"1",4859.543,"4860"
"1",8504.185,"8504"
"1",13971.145,"13971"
"1",11694536.38,"11694536"
"1",1231885.835,"1231886"
"1",3037.181,"3037"
"1",790881.843,"790882"
"1",47987.216,"47987"
"1",1214.865,"1215"
"1",2429.679,"2430"
"1",1822.259,"1822"
"1",3818851.614,"3818852"
