"1","1215"
"1","69245"
"1","2430"
"1","4859"
"1","900193"
"1","3644"
"1","607"
"1","3644"
"1","607"
"1","1215"
"1","41911"
"1","2430"
"1","1215"
"1","607"
"1","607"
"1","1997176"
"1","1215"
"1","3644"
"1","607"
"1","607"
"1","6074"
"1","3037"
"1","607"
"1","1822"
"1","607"
"1","607"
"1","1822"
"1","607"
"1","607"
"1","23689"
"1","607"
"1","607"
"1","2430"
"1","607"
"1","607"
"1","13363"
"1","607"
"1","460415"
"1","3037"
"1","607"
"1","1073898"
"1","22474"
"1","607"
"1","11541"
"1","2430"
"1","14578"
"1","1215"
"1","6681"
"1","3037"
"1","607"
"1","607"
"1","607"
"1","607"
"1","133629"
"1","2999987"
"1","119658"
"1","200444"
"1","9718"
"1","607"
"1","1215"
"1","6074"
"1","607"
"1","1822"
"1","4859"
"1","1215"
"1","607"
"1","4190509"
"1","1822"
"1","607"
"1","607"
"1","133629"
"1","607"
"1","3037"
"1","1215"
"1","1215"
"1","943905"
"1","607"
"1","607"
"1","607"
"1","607"
"1","1822"
"1","390561"
"1","12755"
"1","1215"
"1","792660"
"1","607"
"1","1215"
"1","3644"
"1","6074"
"1","1822"
"1","607"
"1","607"
"1","8504"
"1","2430"
"1","607"
"1","607"
"1","3644"
"1","328603"
"1","1822"
"1","305521"
"1","10326"
"1","1822"
"1","607"
"1","685752"
"1","607"
"1","1822"
"1","1498453"
"1","2430"
"1","2430"
"1","73495"
"1","73495"
"1","11541"
"1","607"
"1","607"
"1","607"
"1","1225119"
"1","8504"
"1","607"
"1","6681"
"1","2430"
"1","607"
"1","3037"
"1","1822"
"1","607"
"1","2430"
"1","8481169"
"1","79569"
"1","93539"
"1","5467"
"1","3037"
"1","4252"
"1","4859"
"1","4859"
"1","607"
"1","1215"
"1","607"
"1","607"
"1","4252"
"1","1822"
"1","607"
"1","10933"
"1","3037"
"1","4252"
"1","6681"
"1","607"
"1","3644"
"1","9718"
"1","3644"
"1","1822"
"1","607"
"1","1325339"
"1","607"
"1","607"
"1","607"
"1","607"
"1","6681"
"1","607"
"1","1215"
"1","607"
"1","2109491"
"1","7896"
"1","18222"
"1","4252"
"1","84427"
"1","6681"
"1","1215"
"1","15185"
"1","5467"
"1","77138"
"1","16399"
"1","1215"
"1","607"
"1","607"
"1","1215"
"1","7117482"
"1","6681"
"1","607"
"1","533290"
"1","1282202"
"1","607"
"1","1822"
"1","607"
"1","5466"
"1","607"
"1","607"
"1","607"
"1","147595"
"1","10933"
"1","607"
"1","1660599"
"1","2430"
"1","27940"
"1","292153"
"1","1822"
"1","30977"
"1","522959"
"1","607"
"1","1822"
"1","1215"
"1","2430"
"1","607"
"1","607"
"1","383867"
"1","9718"
"1","607"
"1","3037"
"1","1215"
"1","607"
"1","69849"
"1","607"
"1","8641992"
"1","607"
"1","1822"
"1","607"
"1","2430"
"1","607"
"1","2023802"
"1","592804"
"1","3644"
"1","607"
"1","7289"
"1","3092182"
"1","607"
"1","45553"
"1","5466"
"1","68026"
"1","3037"
"1","607"
"1","607"
"1","415449"
"1","607"
"1","607"
"1","68634"
"1","1822"
"1","1215"
"1","3037"
"1","411195"
"1","4305110"
"1","2429"
"1","607"
"1","15792"
"1","1822"
"1","1822"
"1","761649"
"1","52234"
"1","1822"
"1","1215"
"1","34620"
"1","3644"
"1","6074"
"1","1215"
"1","4962274"
"1","18829"
"1","19436"
"1","7288"
"1","364423"
"1","1822"
"1","7569105"
"1","1822"
"1","1215"
"1","1215"
"1","607"
"1","1215"
"1","4859"
"1","6074"
"1","1822"
"1","1215"
"1","607"
"1","3644"
"1","607"
"1","607"
"1","1215"
"1","607"
"1","9110"
"1","10325"
"1","4251"
"1","9718"
"1","607"
"1","11257933"
"1","4253"
"1","608"
"1","3038"
"1","608"
"1","259437"
"1","6076"
"1","3038"
"1","608"
"1","3038"
"1","6076"
"1","15797"
"1","608"
"1","343280"
"1","608"
"1","6076"
"1","608"
"1","608"
"1","3038"
"1","608"
"1","1215"
"1","608"
"1","608"
"1","608"
"1","608"
"1","3645"
"1","3038"
"1","2430"
"1","608"
"1","608"
"1","608"
"1","1823"
"1","608"
"1","608"
"1","608"
"1","608"
"1","10936"
"1","137915"
"1","3038"
"1","14581"
"1","3645"
"1","1823"
"1","608"
"1","77767"
"1","4253"
"1","11543"
"1","608"
"1","608"
"1","5468"
"1","608"
"1","608"
"1","10328"
"1","505481"
"1","608"
"1","2430"
"1","1215"
"1","1215"
"1","22860057"
"1","3038"
"1","112395"
"1","4253"
"1","3645"
"1","11543"
"1","2430"
"1","13973"
"1","608"
"1","12758"
"1","432568"
"1","95383"
"1","1823"
"1","608"
"1","608"
"1","4860"
"1","608"
"1","83840"
"1","3645"
"1","20049"
"1","6075"
"1","3645"
"1","12758"
"1","6683"
"1","43135"
"1","2430"
"1","608"
"1","3645"
"1","608"
"1","2430"
"1","608"
"1","608"
"1","1823"
"1","608"
"1","3645"
"1","8505"
"1","608"
"1","1823"
"1","608"
"1","608"
"1","608"
"1","608"
"1","10935"
"1","2430"
"1","608"
"1","1215"
"1","608"
"1","60145"
"1","100849"
"1","6573483"
"1","3038"
"1","608"
"1","4860"
"1","7898"
"1","3645"
"1","6075"
"1","608"
"1","608"
"1","348112"
"1","3168875"
"1","13366"
"1","1823"
"1","608"
"1","3038"
"1","2430"
"1","1215"
"1","3645"
"1","9720"
"1","1823"
"1","608"
"1","398535"
"1","1823"
"1","608"
"1","1823"
"1","7290"
"1","9720"
"1","5468"
"1","608"
"1","904599"
"1","108746"
"1","3038"
"1","1823"
"1","6075"
"1","1215"
"1","608"
"1","88090"
"1","6683"
"1","608"
"1","608"
"1","213846"
"1","3739897"
"1","608"
"1","1215"
"1","1823"
"1","1533376"
"1","5468"
"1","608"
"1","608"
"1","6075"
"1","1215"
"1","1823"
"1","1215"
"1","7290"
"1","608"
"1","7898"
"1","608"
"1","608"
"1","9113"
"1","1215"
"1","1927644"
"1","1215"
"1","1215"
"1","608"
"1","608"
"1","21263"
"1","10935"
"1","7290"
"1","3038"
"1","1823"
"1","608"
"1","11850271"
"1","608"
"1","1215"
"1","1215"
"1","608"
"1","608"
"1","7898"
"1","608"
"1","1823"
"1","422218"
"1","608"
"1","4253"
"1","1823"
"1","83836"
"1","3038"
"1","25515"
"1","608"
"1","1215"
"1","3038"
"1","15795"
"1","608"
"1","608"
"1","1823"
"1","3645"
"1","2430"
"1","608"
"1","10935"
"1","55890"
"1","7290"
"1","608"
"1","608"
"1","6683"
"1","3645"
"1","608"
"1","608"
"1","12700018"
"1","3038"
"1","799473"
"1","1823"
"1","159773"
"1","18832"
"1","607"
"1","174960"
"1","21262"
"1","2430"
"1","607"
"1","607"
"1","607"
"1","2430"
"1","1215"
"1","607"
"1","607"
"1","181642"
"1","607"
"1","607"
"1","1822"
"1","15795"
"1","607"
"1","480532"
"1","1215"
"1","13972"
"1","6075"
"1","10327"
"1","607"
"1","607"
"1","1822"
"1","585628"
"1","607"
"1","612358"
"1","607"
"1","4860"
"1","7173379"
"1","7147262"
"1","68040"
"1","12568631"
"1","6322845"
"1","119069"
"1","3037"
